G-08,NP6510-Gal4 (III),+ HCS,+,P{GawB}NP6510,"A Paulk, 7/2011","A.P. expression: Lower layers of the fan shaped body, fairly specific.http://flybase.org/reports/FBti0037001.html",10x
G-09,MB247-Gal4 (III),w[*],+,P{w[+mC]=GAL4-Mef2.R}3,"A Paulk, 7/2011","A.P. expression: Mushroom body, fairly specific 247bp enhancer from Mef2 gene. =P247-Gal4",10x
G-10,TH-Gal4 (III),w[*],+,P{w[+mC]=ple-GAL4.F}3,"A Paulk, 7/2011","A.P. expression: Neurons expressing tyrosine hydroxylase, which produces dopamine.",10x
G-11,PromE(800)-Gal4 (II),w[h],PromE(800)-Gal4 [Line 4m],+,"J. Levine, 8/2011",Driver is expressed in oenocytes,--
G-12,"PromE(800)-Gal4, Tub-Gal80ts (II)",+,"PromE(800)-Gal4 [Line 2m], Tub-Gal80ts",+,"J. Levine, 8/2011",Driver is expressed in oenocytes,--
G-13,Ca-alpha1D-Gal4 (II),w[1118],Mi{ET1}Ca-alpha1D[MB06807]/SM6a,+,Bloom 25527,Mi{Et1} is a Gal4 trap with an eGFP reporter,
G-14,OK107-Gal4 (IV !),w[*],+,+,"P{w[+mW.hs]=GawB}ey[OK107]/In(4)ci[D], ci[D] pan[ciD] sv[spa-pol]","Bloomington 854, 11/2012 for Peter W",
G-15,Tdc2-Gal4(II),w[*],P{w[+mC]=Tdc2-GAL4.C}2,+,Bloom 9313,"Expresses GAL4 in the pattern of the tyrosine decarboxylase 2 gene, Anne crossed out w[*]",40x
G-16,JO1  NP0761-Gal4 (III),w[*],+,P{GawB}NP0761,,"Expressed in Johnston's organ ABCDE, Kamikouchi (2006) JCN.",
G-17,JO2  NP1046-Gal4 (x),  y[*] P{GawB}NP1046 w[*],+,+,,"Expressed in Johnston's organ B, Kamikouchi (2006) JCN.",
G-18,JO25  NP1109-Gal4 (II),y[*] w[*],"P{GawB}NP1109 / CyO, P{UAS-lacZ.UW14}UW14",+,,"Expressed in Johnston's organ A, Kamikouchi (2006) JCN.",
G-19,JO3  NP1245 (II),y[*] w[*],"P{GawB}NP1245 / CyO, P{UAS-lacZ.UW14}UW14",+,,"Expressed in Johnston's organ ABCDE, Kamikouchi (2006) JCN.",
G-20,JO31 NP6250 (II),+,"P{GawB}NP6250 / CyO, P{UAS-lacZ.UW14}UW14",+,,"Expressed in Johnston's organ CE, Kamikouchi (2006) JCN, Ainne crossed to red eye 2016",
G-21,JO27 NP6264 (II),y[*] w[*],"P{GawB}NP6264 / CyO, P{UAS-lacZ.UW14}UW14",+,,"Expressed in Johnston's organ (A)B, Kamikouchi (2006) JCN.",
G-22,JO15 JOAB-Gal4 (III),w[*],+,"P{w[+mC]=J21.17-GAL4}JO15/TM3, Sb[1]",Bloom 6753,"Expressed in Johnston's organ AB, Kamikouchi (2006) JCN.",
G-23,NanF-Gal4 (II),w[*],P{nan-GAL4.K},+,"A. Wong, 12/2011","Expressed in Johnston's organ, all.  Janghwan Kim et al. (2003) Nature",
G-24,Foma1-Gal4 (II),w+,P{GAL4}Foma1/CyO,+,"Clandinin, 5/2012",labels a cluster of three neurons per optic lobe which extend arbours into layers of the lobula-plate. http://flybase.org/reports/FBti0128605.html,
G-25,OA2-Gal4 (III),w[1118],+,P{w[+mC]=oa2-GAL4.R19H07}attP2,"Bloom 48867, 6/2012",labels elipsoid body,
G-26,VGlut-GAL4.D (x),"P{w[+mC]=VGlut-GAL4.D}1, w[*]",+,+,"Bloom 24635, 6/2012",http://flybase.org/reports/FBst0024635.html,
G-27,GMR51C09-GAL4 (III),w[1118],+,"P{w[+mC]=GMR51C09-GAL4}attP2/TM3, Sb[1]","Bloom 48185, 6/2012",http://flybase.org/reports/FBst0048185.html,
G-28,GMR52A01-GAL4 (III),w[1118],+,P{w[+mC]=GMR52A01-GAL4}attP2,"Bloom 47634, 6/2012",http://flybase.org/reports/FBst0047634.html,
G-29,GMR58D11-GAL4 (III),w[1118],+,P{w[+mC]=GMR58D11-GAL4}attP2,"Bloom 56407, 6/2012",http://flybase.org/reports/FBst0046407.html,
G-30,GMR50G04-GAL4 (III),w[1118],+,P{w[+mC]=GMR50G04-GAL4}attP2,"Bloom 45999, 6/2012",http://flybase.org/reports/FBst0045999.html,
G-31,GMR51B08-GAL4 (III),w[1118],+,"P{w[+mC]=GMR51B08-GAL4}attP2/TM3, Sb[1]","Bloom 48183, 6/2012",http://flybase.org/reports/FBst0048183.html,
G-32,VGlut[OK371]-GAL4 (II),w[1118],P{w[+mW.hs]=GawB}VGlut[OK371],+,"Bloom 26160, 6/2012",http://flybase.org/reports/FBst0026160.html,40x
G-33,D-42-Gal4 (III),w[*],+,P{w[+mW.hs]=GawB}D42,"Bloom 8816, 6/2012",GAL4 in motor neurons. http://flybase.org/reports/FBst0008816.html,
G-34,MT11-Gal4 (III),w[*],+,P{w[+mW.hs]=GawB}MT11,"Bloom 37295, 6/2012",GAL4 in two to three pairs of pharyngeal motor neurons (PMN) in the suboesophageal ganglion. http://flybase.org/reports/FBst0037295.html,
G-35,c767-Gal4 (III),w[*],+,P{w[+mW.hs]=GawB}c767,"Bloom 30848, 6/2012","Gal4 in the pars interecerebralis, with projections via the median bundle to the suboesophageal ganglion. http://flybase.org/reports/FBst0030848.html",
G-36,c135-Gal4 (III),w[1118],+,P{w[+mW.hs]=GawB}c135,"Bloom 6978, 6/2012",http://flybase.org/reports/FBst0006978.html,
G-37,Gr21a-Gal4 (III),w[*],+,P{w[+mC]=Gr21a-GAL4.C}133t1.2 / Sb,Bloom 24147,CO2 receptor,
G-38,"Cha-GAL4, sevRas1.V12 (II)",w[1118],"P{w[+mC]=Cha-GAL4.7.4}19B/CyO, P{ry[+t7.2]=sevRas1.V12}FK1",+,Bloom 6798,GAL4 expressed specifically in cholinergic neurons,40x
G-39,Trh-Gal4 (II),w[1118],P{w[+mC]=Trh-GAL4.long}2,+,Bloom 38388,GAL4 expressed in the pattern of the tryptophan hydroxylase gene,40x
G-40,Trh-Gal4 (III),w[1118],+,P{w[+mC]=Trh-GAL4.long}3,Bloom 38389,GAL4 expressed in the pattern of the tryptophan hydroxylase gene,
G-41,Tbh-Gal4 (x) = NP0208,w[*] P{w[+mW.hs]=GawB}NP0208 / FM7c,+,+,"DBGC, 7/2012",http://kyotofly.kit.jp/cgi-bin/stocks/search_res_det.cgi?DB_NUM=1&DG_NUM=112087&type=NP+Line,40x
G-42,Tbh-Gal4 (x) = NP0938,y[*] w[*] P{w[+mW.hs]=GawB}NP0938 / FM7c,+,+,"DBGC, 7/2012",http://kyotofly.kit.jp/cgi-bin/stocks/search_res_det.cgi?DB_NUM=1&DG_NUM=103824&type=NP+Line,40x
G-43,JZP 017-Gal4 (II),w[*],P{IT.GAL4}017,,Jay Parrish 8/2011,,40x
G-44,JZP 025b-Gal4 (II),+ HCS,P{IT.GAL4}025b,+,Jay Parrish 8/2011,025b line expression deteriorating!,40x
G-45,JZP 089-Gal4 (III),+ HCS,+,P{IT.GAL4}089,Jay Parrish 8/2011,,40x
G-46,GH146-Gal4 (II),y[1] w[1118],P{w[+m*]=GawB}GH146,+,"Bloom 30026, 11/2012",for Peter W,
G-47,Gr5a-Gal4 (II),+ HCS,Gr5a-Gal4-6 / CyO,+,"Carlson Lab, 9/2013",sugar gustatory receptor. Dr=drop eyes.  No curly seen.  Anne crossed in w+.,
G-48,Gr64a-Gal4 (III),?,Sp/ CyO,Gr64a-Gal4-4 / TM3,"Carlson Lab, 9/2013",sugar gustatory receptor,
G-49,Or42b-Gal4 (II),w[*],P{Or42b-GAL4.F}64.3,+,Bloom 9971,vinegar odor receptor,
G-50,Or67d-Gal4 (II),w[*],P{w[+mC]=Or67d-GAL4.F}57.2,+,Bloom 9998,CVA odor receptor,
G-51,Gr63a-Gal4 (II),w[*],P{w[+mC]=Gr63a-GAL4.F}35.1/CyO,"TM2/TM6B, Tb[1]",Bloom 9943,CO2 receptor,
G-52,Or56a-Gal4 (x),"C(1)DX, y[1] w[1] f[1]/P{w[+mC]=Or56a-GAL4.F}63.2B, y[1] w[*]",+,+,Bloom 9987,geosmin odor receptor. C(1)DX=compound double-x. Used when a mutation is female sterile.,
G-53,shakB-Gal4 (II),w[*],shakB(lethal)-Gal4,+,"Phelan Lab, 10/2013",Phelan lab stock # 2GL152.  Phelan et al. (2008),
G-54,elav[C155]-Gal4 (x),P{w[+mW.hs]=GawB}elav[C155],+,+,Bloom 458,pan-neuronal. This is the elav-Gal4 that Jay Parrish said is best.,
G-55,rh1-Gal4 (III),w[*],+,"P{ry[+t7.2]=rh1-GAL4}3, ry[506]",Bloom 8691,"Floris' request.  To make colorblind flies with norpA[7] and UAS-norpA.  (Schnaitmann et al, 2013)",
G-56,Ir76b-Gal4 (II),w[*],P{w[+mC]=Ir76b-GAL4.1.5}2 / CyO,+,Bloom 51311,"Expresses GAL4 in the pattern of Ir76b in gustatory receptor neurons of the proboscis, wing margin and tarsi. For Floris' experiments.",
G-57,c739-Gal4 (II),y[1] w[67c23],P{w[+mW.hs]=GawB}Hr39[c739],+,Bloom 7362,Peter's request,
G-58,121Y-Gal4 (III),w[*],+,P{w[+mW.hs]=GawB}121Y,Bloom 30815,Peter's request,
G-59,c584- Gal4 (II),w[*],P{w[+mW.hs]=GawB}c584,+,Bloom 30842,Peter's request,
G-60,c061-Gal4 (x),"w[*], P{w[+mW.hs]=GawB}c061",+,+,Bloom 30845,Peter's request,
G-61,,,,,,,
G-62,VT40556-Gal4 (III),?,+,{VT40556-GAL4}attP2,"Dickson Lab, 3/2014",Sweta's request.  Inagaki et al (2014) and Pan et al (2012).,
G-63,"rh5-Gal4, rh6-Gal4, panR7-Gal4 (II, III)",?,"rh5-Gal4, rh6-Gal4 / CyO",panR7-Gal4 / TM6B,"Christopher Schnaitmann, 3/2014","Schnaitmann et al (2013), for making colorblind flies",
G-64,rh3-Gal4 (II),+,P{w[+mC]=Rh3-GAL4}2,+,Bloom 7457,Peter's request,
G-65,c747-Gal4 (II),w[*],P{w[+mW.hs]=GawB}c747,+,Bloom 6494,Floris' request.  Mushroom body driver.,
G-66,rh5-Gal4 (II),y[1] w[*],P{w[+mC]=Rh5-GAL4}2,"TM2/TM6B, Tb[1]",Bloom 7458,Floris' request. For colorblind control experiments.,
G-67,rh6-Gal4 (II),"P{ry[+t7.2]=hsFLP}12, y[1] w[*]",P{w[+mC]=Rh6-GAL4.D}2,TM2/TM6B,Bloom 7459,Floris' request. For colorblind control experiments.,
G-68,sevenless-Gal4 (II),w[1118],P{w[+mW.hs]=sevEP-GAL4.B}7,+,Bloom 5793,Peter's request.  Expressed in cone cells and a subset of photoreceptor cells.,
G-69,GMR-Gal4 (II),w[*],P{w[+mC]=GAL4-ninaE.GMR}12,+,Bloom 1104,Peter's request.  GMR=Glass Multimer Reporter 5 copies of glass binding site from Rh1 enhancer.  Expresses very strongly in all photoreceptor precursor cells (R1-R8) . http://flybase.org/reports/FBgn0020433.html,
G-70,ey[OK107]-Gal4 (IV),w[*],+,"On chromosome 4! P{w[+mW.hs]=GawB}ey[OK107]/In(4)ci[D], ci[D] pan[ciD] sv[spa-pol]",Bloom 854,"Peter's request.  The 4th chromosome is balanced and carries the ci[D] mutation, which causes a dominant wing vein defect.",
G-71,dll[md23]-Gal4 (II),w[*],P{w[+mW.hs]=GawB}Dll[md23]/CyO,+,Bloom 3038,Peter's request,
G-72,ap[md544]-Gal4 (II),y[1] w[1118],P{w[+mW.hs]=GawB}ap[md544]/CyO,+,Bloom 3041,Peter's request,
G-73,atonal-Gal4 (III),y[1] w[*],+,P{w[+mC]=ato-GAL4.3.6}14a,Bloom 6480,Peter's request,
G-74,atonal-Gal4 (II),y[1] w[*],P{w[+mC]=ato-GAL4.3.6}10,+,Bloom 9494,Peter's request,
G-75,rh4-Gal4 (II),"P{ry[+t7.2]=hsFLP}12, y[1] w[*]",P{ry[+t7.2]=Rh4-GAL4}2/CyO,"TM6B, Tb[1]/TM2",Bloom 8627,Peter's request,
G-76,rh4-Gal4 (III),+,+,"P{ry[+t7.2]=Rh4-GAL4}3, ry[506]",Bloom 8689,Peter's request,
G-77,rh4 (x),P{ry[+t7.2]=Rh4-GAL4}1,+,ry[506],Bloom 8690,Peter's request,
G-78,"ortC1a-Gal4 (II, III)",HCS [+],ortC1a-Gal4 / CyO,ortC1a-Gal4,"Chi-hon Lee stock #2931, 8/2014.  Anne crossed in HCS [+] on the X chromosome.",Peter's request.  Non-CyO flies survive but the males are infertile. Non-CyO females are fertile.,
G-79,dsx [Gal4(1)] (III),w[*],+,dsx [Gal4(1)] / TM6B,Baker Lab 8/2014,Sweta's request. Robinett et al. (2010). Knock-in of Gal4 into the dsx locus.,
G-80,dsx [Gal4(delta2)] (III),w[*],Sco / CyO,dsx [Gal4(delta2)]  / TM6B,Baker Lab 8/2014,"Sweta's request. Pan, Robinett, and Baker, 2011; Zhou et al., 2014. Knock-in of Gal4 into the dsx locus, with a partial duplication of the dsx locus.  See Carmen Robinett's email.",
G-81,norpA[36];+;rh1-Gal4,w[*] norpA[36],+,"P{ry[+t7.2]=rh1-GAL4}3, ry[506]","Ainne made, 10/2014",made for Floris using M-51 (backcrossed norpA) and G-55,
G-82,norpA[36]; GMR-Gal4 (II),w[*] norpA[36],P{w[+mC]=GAL4-ninaE.GMR}12,+,"Ainne made, 10/2014",made for Floris using M-51 (backcrossed norpA) and G-69,
G-83,norpA[36]; GMR-Gal4 (II),w[*] norpA[36],P{w[+mC]=GAL4-ninaE.GMR}12,+,"Ainne made, 10/2014",made for Floris for NorpA rescue using M-23 and G-69,
G-84,stripe-Gal4 (III),w[*],+,"P{w[+mW.hs]=GawB}sr[md710]/TM6B, Tb[1]",Bloom 26663,labels tendons,
G-85,ortC1a-Gal4 (III),HCS [+],+,ortC1a-Gal4,Derived from Chi-hon Lee stock #2931.  Anne crossed in HCS [+] on the X and II chromosomes.,"The original stock from Chi-hon Lee's lab (G-78) had two copies of Gal4.  When Floris crossed to UAS-Kir2.1 to make colorblind flies, flies survived but were not active.  I made this verion (one copy of Gal4) for him to try it again with the hope of getting better behavior. [Sustar, 12/2014]",
G-86,piezo-Gal4(II),+,piezo-Gal4,MKRS-Sb/TM6B-Tb,Sung Eun Kim 13.02.05; PR53,"Brought by Pavan, ""piezo-Gal4, 2nd Chrom., clean?
Kim et al. Nature 2012""",
G-87,piezo-Gal4 (III),+,+,piezo-Gal4,Sung Eun Kim 13.02.05; PR54,"Brought by Pavan, ""piezo-Gal4, 3rd Chrom., ?
Kim et al. Nature 2012""",
G-88,BT291 (II),+,BT291/CyO,TM2/TM6B,BT291 fragment from R39D08 made by Liliane; PR46,"Brought by Pavan, Femoral ChO GAL80, 2nd Chrom., Balanced",
G-89,R55B01-GAL4 (III),+,Bl/CyO,P{y[+t7.7] w[+mC]=GMR55B01-GAL4}attP2,PR68 <- R55B01-Gal4 Janelia; PR102,"Brought by Pavan, R55B01-Gal4, 3rd Chrom., Balanced",
G-90,piezo-Gal4 (II),+,piezo-Gal4/CyO,TM2/TM6b,PR53 balanced; PR124,"Brought by Pavan, ""piezo-Gal4, 2nd Chrom., Balanced
Kim et al. Nature 2012""",
G-91,piezo-Gal4 (III),+,Bl/CyO,piezo-Gal4/ TM6b,PR54 balanced; PR125,"Brought by Pavan, ""piezo-Gal4, 3rd chrom., balanced
Kim et al. Nature 2012""",
G-92,R55B01-GAL4 (III),+,Bl/CyO,P{y[+t7.7] w[+mC]=GMR55B01-GAL4}attP2 / TM3 Sb Ser,PR68 balanced; PR126,"Brought by Pavan, R55B01-Gal4, 3rd Chrom., Balanced",
G-93,"tsh-Gal4, act-GFP(II)",+,"tsh-Gal4/CyO, act-GFP",+,"Jimena Berni's Lab, Cambridge UK",Pavan's Request,
G-94,"Mhc-RFP, Mhc-GAL4 (II)",w[*],"P{w[+mC]=Mhc-RFP.F3-580}2, P{w[+mC]=Mhc-GAL4.F3-580}2/SM6b",+,Bloom 38464,"Ysabel's Request, Expresses GAL4 and RFP in muscles under control of the Myosin heavy chain promoter",
G-95,Mhc-GAL4(x),"P{w[+mC]=Mhc-GAL4.K}1, w[*]/FM7c",+,+,Bloom 55132,"Ysabel's Request, Expresses GAL4 strongly in differentiated muscles from embryonic stages onward",
G-96,Mhc-GAL4 (III),w[*],+,"P{w[+mC]=Mhc-GAL4.K}2/TM3, Sb[1]",Bloom 55133,"Ysabel's Request, Expresses GAL4 strongly in differentiated muscles from embryonic stages onward, F.S.",
G-97,Ir64a-GAL4 (II),w[*],P{Ir64a-GAL4.A}183.8,"TM2/TM6B, Tb1
",Bloom 41732,Floris' Request,
G-98,Tdc2-GAL4 (II),w[*],P{w[+mC]=Tdc2-GAL4.C}2,+,Bloom 9313,Pavan's Request,
G-99,"sca[109-68), Scer-Gal4 (II)",y[1] w[*],P{w[+mW.hs]=GawB}sca[109-68]/CyO,+,Bloom 6479,"Peter's Request, Expresses GAL4 in a subset of the wild type sca expression pattern: in some proneural clusters and sensory organ precursor cells. ",
,,,,,,,
G-101,Gad1-GAL4(II),?,P{w[+mC]=Gad1-GAL4.3.098}2/CyO,+,Bloom 51630,"Pavan's Request, Expresses GAL4 in GABAergic neurons",
G-102,Dfd-EYFP; dc2-GAL4,y[1] w[*],"wg[Sp-1]/CyO, P{w[+mC]=Dfd-EYFP}2",P{y[+t7.7] w[+mC]=Tdc2-GAL4.S}attP2,Bloom 52243,"Pavan's request, Expresses GAL4 under control of Tdc2 regulatory sequences",
G-103,VGAT-GAL4 (III),w[*],+,P{w[+mC]=VGAT-GAL4.F}3,Bloom 58409,"Pavan's request, Expresses GAL4 in cells expressing vesicular GABA transporter (VGAT)",
G-104,VGAT-GAL4(II),w[*],P{w[+mC]=VGAT-GAL4.F}2,+,Bloom 58980,"Pavan's request, Expresses GAL4 in cells expressing vesicular GABA transporter (VGAT)",
G-105,srpHemo-Gal4(II),?,pCaSpeR4-srpHemoGAL4,+,"Perrimon lab, Harvard Medical School (Brückner et al. (2004))","Ysabel's request, srpHemoGal4 HV on II #16A (LC00471). The PDGF/VEGF receptor controls blood cell survival in Drosophila",
G-106,AyGAL4 (II),w[1118],P{w[+mC]=AyGAL4}25/CyO,+,Bloom 3953,Thad's request,
G-107,tubP-GAL4 (III),y[1] w[*],+,"P{w[+mC]=tubP-GAL4}LL7/TM3, Sb[1] Ser[1]",Bloom 5138,Thad's request,
G-108,shi-GAL4 (II),y[1] w[*],P{w[+mW.hs]=shi-GAL4.S}2/CyO,+,Bloom 42738,Thad's request,
G-109,Gr43a-GAL4(II),w[*],P{w[+mC]=Gr43a-GAL4.0.5}9,"Dr[1]/TM3, Sb[1]",Bloom 57636,Irene's request,
G-110,Gr43a-GAL4(III),w[*],wg[Sp-1]/CyO,P{w[+mC]=Gr43a-GAL4.5.3}17,Bloom 57637,Irene's request,
G-111,E409-Gal4(III),w[*],+,P{w[+mW.hs]=GawB}E409,Bloom 36492,Irene's request,
G-112,Alp4-Gal4 (III),w[*],+,P{w[+mW.hs]=GawB}Alp4[c232],Bloom 30828,Ysabel's request,
G-113,Orco-GAL4 (III),w[1118],+,P{w[+mC]=Orco-GAL4.K}97.1,Bloom 23292,,
G-114,,,,,,,
,,,,,,,
,,,,,,,
Janelia Gal4 lines,nickname,chromosome I,chromosome II,chromosome III,"source, date",notes,
J-01,R71G01-Gal4 (III),w[1118],+,P{w[+mC]=GMR71G01-GAL4}attP2,"Bloom 39599, 9/2012",P1 neuron driver that mediates courtship behavior in males. Yufeng Pan et al. PNAS 2012.,40x
J-02,R33F10-Gal4 (III),w[1118],+,P{w[+mC]=GMR33F10-GAL4}attP2,"Bloom 49755, 9/2012 (via Troy Shirangi)","Troy Shirangi: ""It drives strong expression in motor neurons that innervate the b1, b3, b2 (stochastically), hg1, hg2, ps1, jump, and I1 (weakly) muscles.""",40x
J-03,R75B06-Gal4 (III),w[1118],+,P{w[+mC]=GMR75B06-GAL4}attP2,"Bloom 46930, 9/2012, (via Troy Shirangi)","Troy Shirangi: "" strongly targets most steering muscles, with no expression in the dlms or dvms"" / Thad's stock request",
J-04,R27B03-Gal4 (III),w[*],+,R27B03-Gal4 (attp2),"Marie, 9/2011",Vivek Jayaraman's Lobula plate driver,40x
J-05,R20C05-Gal4 (III),w[+] HCS,+,P{w[+mC]=GMR20C05-GAL4}attP2,Bloom 48883,Akira's and Marie's stock request.  In-house w+ swap.,40x
J-06,R34E03-Gal4 (III),w[1118],+,"P{w[+mC]=GMR34E03-GAL4}attP2/ TM3, Sb[1]",Bloom 48123,Akira's stock request,
J-07,R67A12-Gal4 (III),w[+] HCS,+,P{w[+mC]=GMR67A12-GAL4}attP2,Bloom 39401,Akira's stock request,40x
J-08,R34B03-Gal4 (III),w[1118],+,"P{w[+mC]=GMR34B03-GAL4}attP2/ TM3, Sb[1]",Bloom 47549,Marie's stock request,40x
J-09,R78F01-Gal4 (III),w[1118],+,P{w[+mC]=GMR78F01-GAL4}attP2,Bloom 40003,Marie's stock request,
J-10,R15C02-Gal4 (III),w[1118],+,P{w[+mC]=GMR15C02-GAL4}attP2,Bloom 49262,Bettina's stock request,
J-11,R10B01-Gal4 (III),w[1118],+,P{w[+mC]=GMR10B01-GAL4}attP2,Bloom 49234,Bettina's stock request,
J-12,R71D03-Gal4 (III),w[1118],+,P{w[+mC]=GMR71D03-GAL4}attP2,Bloom 39581,Bettina's stock request,
J-13,R39A05-Gal4 (III),w[1118],+,P{w[+mC]=GMR39A05-GAL4}attP2,Bloom 50033,Bettina's stock request,
J-14,R21G04-Gal4 (III),w[1118],+,P{w[+mC]=GMR21G04-GAL4}attP2,Bloom 48953,Bettina's stock request,
J-15,R24E09-Gal4 (III),w[1118],+,P{w[+mC]=GMR24E09-GAL4}attP2,Bloom 49083,Bettina's stock request,
J-16,R28D01-Gal4 (III),w[+] HCS,+,P{y[+t7.7] w[+mC]=GMR28D01-GAL4}attP2,Bloom 47342,"Floris' stock request, w+ added by Anne",
J-17,R15B07-Gal4 (III),w[+] HCS,+,P{y[+t7.7] w[+mC]=GMR15B07-GAL4}attP2,Bloom 48678,"Floris' stock request, w+ added by Anne",
J-18,R64H12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR64H12-GAL4}attP2,Bloom 39327,Thad's stock request,
J-19,R10E11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR10E11-GAL4}attP2,Bloom 47449,Thad's stock request,
J-20,R29H04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR29H04-GAL4}attP2,Bloom 49505,Thad's stock request,
J-21,R31E10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR31E10-GAL4}attP2,Bloom 49680,Thad's stock request,
J-22,,,,,,,
J-23,R39E01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR39E01-GAL4}attP2,Bloom 50048,Thad's stock request,
J-24,R42F06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR42F06-GAL4}attP2,Bloom 41253,Bettina's stock request; Label T4 and T5 cells,
J-25,R20D06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR20D06-GAL4}attP2,Bloom 48892,Bettina's stock request,
J-26,R23F06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR23F06-GAL4}attP2,Bloom 49036,Bettina's stock request,
J-27,R53D04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR53D04-GAL4}attP2,Bloom 49396,Bettina's stock request,
J-28,R27G06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR27G06-GAL4}attP2,Bloom 49433,Bettina's and Thad's stock request,
J-29,R12E04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR12E04-GAL4}attP2,Bloom 48508,Max's stock request,
J-30,R16D01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR16D01-GAL4}attP2,Bloom 48722,Max's stock request,
J-31,R23H05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR23H05-GAL4}attP2,Bloom 49049,Max's stock request,
J-32,R28C12-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR28C12-GAL4}attP2/TM3, Sb[1]",Bloom 48076,Max's stock request,
J-33,R38B06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR38B06-GAL4}attP2,Bloom 49986,Max's stock request,
J-34,R38C04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR38C04-GAL4}attP2,Bloom 49990,Max's stock request,
J-35,R38E07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR38E07-GAL4}attP2,Bloom 50007,Max's stock request,
J-36,R40A01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR40A01-GAL4}attP2,Bloom 50072,Max's stock request,
J-37,R47B04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR47B04-GAL4}attP2,Bloom 50295,Max's stock request,
J-38,R52G12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR52G12-GAL4}attP2,Bloom 49581,Max's stock request,
J-39,R58F03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58F03-GAL4}attP2,Bloom 39187,Max's stock request,
J-40,R67B06-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR67B06-GAL4}attP2/TM3, Sb[1]",Bloom 48294,Max's stock request,
J-41,R67D09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR67D09-GAL4}attP2,Bloom 49618,Max's stock request,
J-42,R68A10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR68A10-GAL4}attP2,Bloom 39451,Max's stock request,
J-43,R71A02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR71A02-GAL4}attP2,Bloom 39560,Max's stock request,
J-44,R72E09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR72E09-GAL4}attP2,Bloom 39777,Max's stock request,
J-45,R73A06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR73A06-GAL4}attP2,Bloom 39805,Max's stock request,
J-46,R73B05-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR73B05-GAL4}attP2/TM3, Sb[1]",Bloom 48312,Max's stock request,
J-47,R75G12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75G12-GAL4}attP2,Bloom 39906,Max's stock request,
J-48,R77E05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR77E05-GAL4}attP2,Bloom 48338,Max's stock request,
J-49,R84C10-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR84C10-GAL4}attP2/TM3, Sb[1]",Bloom 48378,Max's stock request,
J-50,R85H06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR85H06-GAL4}attP2,Bloom 40440,Max's stock request,
J-51,R87D07-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR87D07-GAL4}attP2/TM3, Sb[1]",Bloom 48391,Max's stock request,
J-52,R89E07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR89E07-GAL4}attP2,Bloom 40553,Max's stock request,
J-53,R89F06-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR89F06-GAL4}attP2/TM3, Sb[1]",Bloom 48408,Max's stock request,
J-54,R91D10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR91D10-GAL4}attP2,Bloom 40582,Max's and Thad's stock request,
J-55,R95G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR95G08-GAL4}attP2,Bloom 40715,Max's stock request,
